,daymonth,year,weather,min_temp,max_temp,avg_temp,wind,humidity,cloud,pressure,rain
743,2020-05-09,2011.0,Sunny,21.0,35.0,28.0,10.0,33.0,6.0,1003.0,1
744,2020-05-09,2012.0,Sunny,22.0,35.0,28.5,9.0,25.0,10.0,1008.0,0
745,2020-05-09,2013.0,Sunny,21.0,35.0,28.0,13.0,22.0,2.0,1005.0,0
746,2020-05-10,2009.0,Sunny,21.0,33.0,27.0,11.0,28.0,8.0,1003.0,1
747,2020-05-10,2010.0,Sunny,21.0,35.0,28.0,10.0,36.0,11.0,1005.0,1
748,2020-05-10,2011.0,Sunny,21.0,36.0,28.5,11.0,31.0,2.0,1003.0,1
749,2020-05-10,2012.0,Sunny,23.0,34.0,28.5,10.0,33.0,12.0,1009.0,1
750,2020-05-10,2013.0,Sunny,23.0,36.0,29.5,12.0,18.0,23.0,1003.0,0
751,2020-05-11,2009.0,Sunny,17.0,35.0,26.0,9.0,22.0,1.0,1004.0,0
752,2020-05-11,2010.0,Sunny,20.0,36.0,28.0,10.0,28.0,3.0,1005.0,0
754,2020-05-11,2012.0,Sunny,23.0,34.0,28.5,11.0,32.0,7.0,1007.0,1
755,2020-05-11,2013.0,partly cloudy,24.0,33.0,28.5,11.0,24.0,34.0,1002.0,0
756,2020-05-12,2009.0,Sunny,17.0,36.0,26.5,8.0,17.0,0.0,1005.0,0
757,2020-05-12,2010.0,Sunny,21.0,37.0,29.0,10.0,28.0,4.0,1004.0,1
759,2020-05-12,2012.0,Sunny,20.0,31.0,25.5,13.0,38.0,10.0,1007.0,1
760,2020-05-12,2013.0,partly cloudy,22.0,30.0,26.0,7.0,32.0,26.0,1007.0,1
761,2020-05-13,2009.0,Sunny,20.0,39.0,29.5,8.0,18.0,3.0,1002.0,0
762,2020-05-13,2010.0,Sunny,22.0,36.0,29.0,11.0,30.0,9.0,1005.0,1
763,2020-05-13,2011.0,Sunny,21.0,35.0,28.0,9.0,27.0,2.0,1006.0,1
764,2020-05-13,2012.0,Sunny,20.0,32.0,26.0,9.0,29.0,8.0,1007.0,1
765,2020-05-13,2013.0,Sunny,20.0,32.0,26.0,8.0,33.0,12.0,1006.0,1
766,2020-05-14,2009.0,Sunny,21.0,39.0,30.0,9.0,18.0,4.0,1001.0,0
767,2020-05-14,2010.0,Sunny,20.0,36.0,28.0,11.0,26.0,1.0,1004.0,0
768,2020-05-14,2011.0,Sunny,22.0,38.0,30.0,11.0,19.0,0.0,1005.0,0
770,2020-05-14,2013.0,Sunny,20.0,33.0,26.5,10.0,34.0,10.0,1005.0,1
771,2020-05-15,2009.0,Sunny,22.0,39.0,30.5,10.0,18.0,2.0,1002.0,0
772,2020-05-15,2010.0,Sunny,20.0,38.0,29.0,9.0,22.0,7.0,1004.0,0
773,2020-05-15,2011.0,Sunny,23.0,39.0,31.0,10.0,17.0,0.0,1006.0,0
774,2020-05-15,2012.0,Sunny,21.0,34.0,27.5,12.0,30.0,11.0,1006.0,1
775,2020-05-15,2013.0,Sunny,21.0,34.0,27.5,12.0,28.0,5.0,1004.0,0
776,2020-05-16,2009.0,Sunny,22.0,39.0,30.5,11.0,17.0,0.0,1005.0,0
777,2020-05-16,2010.0,Sunny,23.0,39.0,31.0,13.0,20.0,16.0,1004.0,0
778,2020-05-16,2011.0,Sunny,25.0,40.0,32.5,10.0,18.0,0.0,1008.0,0
779,2020-05-16,2013.0,Sunny,22.0,36.0,29.0,12.0,17.0,0.0,1001.0,0
783,2020-05-16,2012.0,Sunny,21.0,35.0,28.0,13.0,33.0,6.0,1004.0,1
785,2020-05-17,2009.0,Sunny,22.0,40.0,31.0,10.0,16.0,0.0,1006.0,0
787,2020-05-17,2011.0,Sunny,26.0,41.0,33.5,10.0,19.0,0.0,1007.0,0
788,2020-05-17,2012.0,Sunny,22.0,33.0,27.5,12.0,35.0,13.0,1005.0,1
789,2020-05-17,2013.0,Sunny,23.0,38.0,30.5,11.0,13.0,0.0,1002.0,0
790,2020-05-18,2009.0,Sunny,23.0,42.0,32.5,10.0,14.0,0.0,1003.0,0
791,2020-05-18,2010.0,Sunny,22.0,35.0,28.5,10.0,40.0,16.0,1007.0,1
792,2020-05-18,2011.0,Sunny,26.0,39.0,32.5,9.0,23.0,1.0,1003.0,1
793,2020-05-18,2012.0,Sunny,19.0,33.0,26.0,12.0,31.0,5.0,1007.0,1
794,2020-05-18,2013.0,Sunny,24.0,40.0,32.0,13.0,13.0,0.0,1002.0,0
795,2020-05-19,2009.0,Sunny,25.0,42.0,33.5,12.0,16.0,10.0,1004.0,1
796,2020-05-19,2010.0,Sunny,21.0,36.0,28.5,13.0,28.0,5.0,1006.0,0
797,2020-05-19,2011.0,Sunny,26.0,40.0,33.0,11.0,22.0,0.0,999.0,0
798,2020-05-19,2012.0,Sunny,20.0,35.0,27.5,10.0,23.0,2.0,1007.0,0
800,2020-05-20,2009.0,Sunny,25.0,41.0,33.0,10.0,19.0,3.0,1004.0,0
801,2020-05-20,2010.0,Sunny,20.0,38.0,29.0,12.0,21.0,0.0,1004.0,0
802,2020-05-20,2011.0,Sunny,25.0,39.0,32.0,7.0,25.0,1.0,998.0,1
803,2020-05-21,2011.0,Sunny,24.0,36.0,30.0,11.0,34.0,5.0,998.0,1
804,2020-05-21,2012.0,Sunny,22.0,31.0,26.5,11.0,34.0,22.0,1007.0,1
805,2020-05-22,2009.0,Sunny,24.0,40.0,32.0,12.0,17.0,3.0,1003.0,0
806,2020-05-22,2010.0,partly cloudy,24.0,42.0,33.0,10.0,18.0,21.0,1003.0,0
807,2020-05-22,2011.0,Sunny,23.0,35.0,29.0,9.0,31.0,3.0,1002.0,1
808,2020-05-22,2012.0,Sunny,20.0,33.0,26.5,12.0,32.0,11.0,1007.0,1
810,2020-05-23,2009.0,Sunny,23.0,40.0,31.5,9.0,17.0,0.0,1002.0,0
811,2020-05-23,2010.0,Sunny,25.0,40.0,32.5,12.0,28.0,6.0,1003.0,1
812,2020-05-23,2011.0,Sunny,24.0,37.0,30.5,8.0,25.0,2.0,1004.0,0
815,2020-05-24,2009.0,Sunny,22.0,39.0,30.5,10.0,15.0,1.0,1001.0,0
818,2020-07-01,2009.0,Sunny,25.0,41.0,33.0,10.0,16.0,6.0,998.0,0
819,2020-07-01,2010.0,Sunny,27.0,41.0,34.0,12.0,24.0,4.0,999.0,0
820,2020-07-01,2012.0,Sunny,26.0,35.0,30.5,8.0,45.0,12.0,998.0,1
821,2020-07-01,2012.0,Sunny,29.0,42.0,35.5,10.0,18.0,1.0,996.0,0
822,2020-07-01,2013.0,Sunny,26.0,37.0,31.5,11.0,38.0,6.0,998.0,1
823,2020-07-02,2009.0,Sunny,25.0,39.0,32.0,8.0,24.0,11.0,997.0,1
825,2020-07-02,2010.0,Sunny,27.0,40.0,33.5,9.0,21.0,5.0,1002.0,0
826,2020-07-02,2011.0,Sunny,26.0,34.0,30.0,8.0,44.0,15.0,998.0,1
827,2020-07-02,2012.0,Sunny,30.0,42.0,36.0,10.0,17.0,0.0,997.0,0
828,2020-07-02,2013.0,Sunny,27.0,37.0,32.0,9.0,30.0,10.0,997.0,1
829,2020-07-03,2009.0,Thundery outbreaks possible,25.0,34.0,29.5,7.0,36.0,24.0,1000.0,1
830,2020-07-03,2010.0,Sunny,26.0,41.0,33.5,8.0,19.0,4.0,1002.0,0
831,2020-07-03,2011.0,Sunny,26.0,35.0,30.5,6.0,46.0,19.0,1000.0,1
832,2020-07-03,2012.0,Sunny,30.0,42.0,36.0,9.0,18.0,0.0,993.0,0
833,2020-07-03,2013.0,Sunny,27.0,38.0,32.5,8.0,27.0,4.0,999.0,1
834,2020-07-04,2009.0,Sunny,24.0,36.0,30.0,11.0,28.0,12.0,1000.0,1
837,2020-07-04,2010.0,Sunny,27.0,40.0,33.5,9.0,21.0,8.0,1003.0,0
838,2020-07-04,2011.0,Sunny,26.0,36.0,31.0,7.0,38.0,5.0,1002.0,1
839,2020-07-04,2012.0,Sunny,31.0,42.0,36.5,11.0,20.0,2.0,993.0,0
840,2020-07-04,2013.0,Sunny,29.0,39.0,34.0,7.0,27.0,4.0,998.0,0
841,2020-07-05,2009.0,Sunny,23.0,38.0,30.5,9.0,25.0,3.0,1000.0,0
843,2020-07-05,2010.0,Sunny,27.0,40.0,33.5,9.0,24.0,7.0,1002.0,1
844,2020-07-05,2011.0,Sunny,27.0,37.0,32.0,8.0,31.0,5.0,1002.0,0
845,2020-07-05,2012.0,Sunny,31.0,41.0,36.0,12.0,21.0,4.0,994.0,0
846,2020-07-05,2013.0,Sunny,30.0,39.0,34.5,9.0,30.0,7.0,997.0,0
847,2020-07-06,2009.0,Sunny,25.0,41.0,33.0,11.0,17.0,0.0,998.0,0
848,2020-07-06,2010.0,Sunny,26.0,39.0,32.5,9.0,36.0,13.0,1003.0,1
849,2020-07-06,2011.0,partly cloudy,29.0,37.0,33.0,10.0,35.0,26.0,1002.0,1
850,2020-07-06,2012.0,Sunny,31.0,41.0,36.0,12.0,23.0,6.0,993.0,0
851,2020-07-06,2013.0,Sunny,30.0,39.0,34.5,11.0,38.0,14.0,999.0,1
852,2020-07-07,2009.0,Sunny,26.0,43.0,34.5,12.0,14.0,1.0,997.0,0
853,2020-07-07,2010.0,Sunny,26.0,39.0,32.5,9.0,37.0,12.0,1005.0,0
854,2020-07-07,2011.0,Patchy rain possible,29.0,36.0,32.5,10.0,46.0,23.0,1001.0,1
855,2020-07-07,2012.0,Sunny,29.0,38.0,33.5,12.0,36.0,22.0,994.0,1
856,2020-07-07,2013.0,Sunny,29.0,37.0,33.0,10.0,46.0,19.0,999.0,1
857,2020-07-08,2009.0,Sunny,27.0,43.0,35.0,10.0,13.0,3.0,997.0,0
858,2020-07-08,2010.0,Sunny,26.0,41.0,33.5,8.0,31.0,12.0,1004.0,1
859,2020-07-08,2011.0,Sunny,27.0,35.0,31.0,8.0,50.0,15.0,1003.0,1
860,2020-07-08,2012.0,Sunny,28.0,37.0,32.5,9.0,42.0,18.0,997.0,1
861,2020-07-08,2013.0,Patchy rain possible,28.0,37.0,32.5,10.0,44.0,16.0,997.0,1
862,2020-07-09,2009.0,Sunny,28.0,42.0,35.0,10.0,17.0,1.0,999.0,0
863,2020-07-09,2010.0,Sunny,28.0,42.0,35.0,7.0,26.0,12.0,1001.0,0
864,2020-07-09,2011.0,Sunny,27.0,34.0,30.5,7.0,48.0,15.0,1002.0,1
865,2020-07-09,2012.0,Patchy rain possible,28.0,37.0,32.5,8.0,43.0,21.0,999.0,1
866,2020-07-09,2013.0,Patchy rain possible,28.0,36.0,32.0,10.0,45.0,23.0,997.0,1
872,2020-07-10,2009.0,Sunny,27.0,41.0,34.0,11.0,21.0,5.0,1000.0,0
873,2020-07-10,2010.0,Sunny,29.0,43.0,36.0,10.0,24.0,9.0,998.0,1
874,2020-07-10,2011.0,Sunny,26.0,35.0,30.5,7.0,43.0,14.0,1001.0,1
875,2020-07-10,2012.0,Sunny,28.0,38.0,33.0,8.0,38.0,10.0,1000.0,1
876,2020-07-10,2013.0,Sunny,26.0,34.0,30.0,8.0,45.0,19.0,998.0,1
877,2020-07-11,2009.0,Sunny,27.0,42.0,34.5,8.0,23.0,5.0,999.0,0
878,2020-07-11,2010.0,Sunny,29.0,43.0,36.0,10.0,23.0,3.0,997.0,0
879,2020-07-11,2011.0,Sunny,26.0,35.0,30.5,6.0,44.0,10.0,999.0,1
880,2020-07-11,2012.0,Sunny,29.0,38.0,33.5,8.0,37.0,13.0,1000.0,1
881,2020-07-11,2013.0,Sunny,26.0,36.0,31.0,7.0,32.0,5.0,999.0,0
882,2020-07-12,2009.0,Sunny,30.0,42.0,36.0,9.0,23.0,6.0,996.0,0
883,2020-07-12,2010.0,Sunny,28.0,42.0,35.0,8.0,24.0,8.0,997.0,0
884,2020-07-12,2011.0,Sunny,29.0,37.0,33.0,7.0,40.0,12.0,997.0,1
885,2020-07-12,2012.0,Sunny,29.0,38.0,33.5,9.0,39.0,16.0,999.0,1
886,2020-07-13,2009.0,Sunny,30.0,41.0,35.5,11.0,25.0,6.0,995.0,0
887,2020-07-13,2010.0,Sunny,28.0,39.0,33.5,6.0,29.0,17.0,1001.0,1
888,2020-07-13,2011.0,Sunny,29.0,37.0,33.0,8.0,46.0,16.0,997.0,1
889,2020-07-13,2012.0,Sunny,28.0,37.0,32.5,10.0,42.0,16.0,998.0,1
890,2020-07-13,2013.0,Sunny,30.0,39.0,34.5,9.0,33.0,6.0,999.0,0
891,2020-07-14,2009.0,Sunny,28.0,41.0,34.5,9.0,27.0,8.0,998.0,1
892,2020-07-14,2010.0,Sunny,26.0,39.0,32.5,9.0,31.0,12.0,1002.0,0
893,2020-07-14,2011.0,partly cloudy,29.0,36.0,32.5,7.0,48.0,23.0,997.0,1
894,2020-07-14,2012.0,Sunny,27.0,36.0,31.5,10.0,42.0,11.0,998.0,1
895,2020-07-14,2013.0,Sunny,30.0,39.0,34.5,8.0,35.0,11.0,998.0,1
896,2020-07-15,2009.0,Sunny,28.0,42.0,35.0,10.0,18.0,4.0,997.0,0
897,2020-07-15,2010.0,Sunny,27.0,41.0,34.0,9.0,24.0,5.0,1002.0,0
898,2020-07-15,2011.0,Patchy rain possible,27.0,35.0,31.0,9.0,52.0,17.0,997.0,1
899,2020-07-15,2012.0,Sunny,27.0,35.0,31.0,8.0,40.0,26.0,999.0,1
900,2020-07-15,2013.0,Sunny,31.0,39.0,35.0,10.0,35.0,20.0,998.0,1
901,2020-07-16,2009.0,Sunny,28.0,41.0,34.5,9.0,20.0,5.0,998.0,0
902,2020-07-16,2010.0,Sunny,28.0,43.0,35.5,7.0,22.0,2.0,999.0,0
903,2020-07-16,2011.0,Sunny,26.0,32.0,29.0,8.0,54.0,14.0,999.0,1
904,2020-07-16,2012.0,Sunny,27.0,37.0,32.0,9.0,36.0,12.0,1002.0,1
905,2020-07-16,2013.0,Sunny,30.0,39.0,34.5,8.0,40.0,25.0,999.0,1
906,2020-07-17,2009.0,Sunny,28.0,43.0,35.5,8.0,22.0,4.0,995.0,0
907,2020-07-17,2010.0,Sunny,29.0,43.0,36.0,10.0,23.0,4.0,999.0,0
908,2020-07-17,2011.0,Sunny,26.0,35.0,30.5,6.0,45.0,9.0,998.0,1
909,2020-07-17,2012.0,Sunny,29.0,39.0,34.0,10.0,30.0,8.0,1001.0,1
910,2020-07-17,2013.0,Sunny,29.0,36.0,32.5,8.0,49.0,26.0,998.0,1
911,2020-07-18,2009.0,Sunny,30.0,42.0,36.0,11.0,29.0,10.0,997.0,0
912,2020-07-18,2010.0,Sunny,30.0,43.0,36.5,9.0,28.0,5.0,997.0,0
913,2020-07-18,2011.0,Sunny,27.0,35.0,31.0,6.0,42.0,10.0,998.0,1
914,2020-07-18,2012.0,Sunny,30.0,40.0,35.0,8.0,30.0,7.0,996.0,1
915,2020-07-18,2013.0,Sunny,29.0,37.0,33.0,8.0,50.0,17.0,995.0,1
916,2020-07-19,2009.0,Sunny,28.0,42.0,35.0,8.0,37.0,10.0,997.0,1
917,2020-07-19,2010.0,Sunny,31.0,44.0,37.5,11.0,28.0,9.0,994.0,0
918,2020-07-19,2011.0,Sunny,28.0,36.0,32.0,6.0,42.0,9.0,995.0,1
919,2020-07-19,2012.0,Sunny,28.0,39.0,33.5,11.0,32.0,5.0,995.0,1
920,2020-07-19,2013.0,Sunny,29.0,38.0,33.5,12.0,49.0,22.0,993.0,1
921,2020-07-20,2009.0,Sunny,30.0,43.0,36.5,10.0,30.0,11.0,996.0,1
923,2020-07-20,2011.0,Sunny,29.0,38.0,33.5,5.0,36.0,6.0,993.0,1
924,2020-07-20,2012.0,Sunny,28.0,39.0,33.5,8.0,29.0,7.0,997.0,1
925,2020-07-20,2013.0,Patchy rain possible,27.0,33.0,30.0,12.0,64.0,29.0,998.0,1
926,2020-08-01,2009.0,Sunny,28.0,41.0,34.5,8.0,34.0,10.0,998.0,0
927,2020-08-01,2010.0,partly cloudy,25.0,34.0,29.5,7.0,70.0,22.0,1002.0,1
928,2020-08-01,2011.0,Sunny,27.0,37.0,32.0,8.0,39.0,4.0,997.0,1
929,2020-08-01,2012.0,Sunny,29.0,37.0,33.0,9.0,47.0,30.0,997.0,1
930,2020-08-01,2013.0,Patchy rain possible,28.0,34.0,31.0,12.0,61.0,43.0,997.0,1
931,2020-08-02,2009.0,Sunny,29.0,42.0,35.5,8.0,29.0,8.0,998.0,0
933,2020-08-02,2011.0,Sunny,27.0,37.0,32.0,7.0,38.0,6.0,996.0,1
934,2020-08-02,2012.0,Sunny,28.0,38.0,33.0,7.0,52.0,18.0,996.0,1
936,2020-08-03,2009.0,Sunny,28.0,42.0,35.0,7.0,23.0,2.0,997.0,0
937,2020-08-03,2010.0,partly cloudy,25.0,33.0,29.0,7.0,75.0,32.0,1001.0,1
938,2020-08-03,2011.0,Sunny,27.0,36.0,31.5,9.0,49.0,14.0,997.0,1
939,2020-08-03,2012.0,Sunny,28.0,37.0,32.5,10.0,52.0,20.0,993.0,1
940,2020-08-03,2013.0,Patchy rain possible,26.0,34.0,30.0,5.0,61.0,27.0,1004.0,1
941,2020-08-04,2009.0,Sunny,26.0,43.0,34.5,8.0,17.0,0.0,996.0,0
943,2020-08-04,2011.0,Sunny,28.0,34.0,31.0,9.0,60.0,34.0,997.0,1
944,2020-08-04,2012.0,partly cloudy,26.0,35.0,30.5,11.0,54.0,30.0,997.0,1
945,2020-08-04,2013.0,Sunny,28.0,35.0,31.5,7.0,52.0,19.0,1002.0,0
946,2020-08-05,2009.0,Sunny,27.0,43.0,35.0,8.0,17.0,0.0,995.0,0
947,2020-08-05,2010.0,partly cloudy,26.0,35.0,30.5,8.0,64.0,31.0,1002.0,1
948,2020-08-05,2011.0,Sunny,28.0,34.0,31.0,5.0,56.0,26.0,996.0,0
949,2020-08-05,2012.0,Sunny,25.0,34.0,29.5,7.0,53.0,13.0,1001.0,1
950,2020-08-05,2013.0,Sunny,29.0,36.0,32.5,5.0,49.0,30.0,1000.0,1
951,2020-08-06,2009.0,Sunny,28.0,43.0,35.5,9.0,20.0,4.0,996.0,0
953,2020-08-06,2011.0,partly cloudy,29.0,35.0,32.0,5.0,53.0,28.0,996.0,1
954,2020-08-06,2012.0,Sunny,25.0,35.0,30.0,7.0,47.0,6.0,1001.0,1
955,2020-08-06,2013.0,Moderate or heavy rain shower,27.0,33.0,30.0,9.0,65.0,31.0,1001.0,1
956,2020-08-07,2009.0,Sunny,30.0,41.0,35.5,8.0,27.0,13.0,998.0,0
958,2020-08-07,2011.0,Sunny,28.0,35.0,31.5,9.0,60.0,23.0,996.0,1
959,2020-08-07,2012.0,Sunny,26.0,37.0,31.5,10.0,39.0,11.0,1001.0,1
960,2020-08-07,2013.0,partly cloudy,26.0,32.0,29.0,8.0,71.0,35.0,1002.0,1
961,2020-08-08,2009.0,Sunny,28.0,41.0,34.5,8.0,29.0,15.0,998.0,0
962,2020-08-08,2010.0,partly cloudy,25.0,32.0,28.5,5.0,75.0,38.0,1003.0,0
965,2020-08-08,2013.0,Sunny,26.0,34.0,30.0,8.0,65.0,29.0,1000.0,1
966,2020-08-09,2009.0,Sunny,28.0,42.0,35.0,7.0,30.0,20.0,997.0,0
968,2020-08-09,2011.0,partly cloudy,26.0,33.0,29.5,6.0,65.0,32.0,999.0,1
969,2020-08-09,2012.0,Sunny,27.0,37.0,32.0,8.0,44.0,16.0,998.0,1
970,2020-08-09,2013.0,Sunny,27.0,34.0,30.5,8.0,63.0,25.0,999.0,1
971,2020-08-10,2009.0,partly cloudy,29.0,41.0,35.0,7.0,34.0,31.0,998.0,1
972,2020-08-10,2010.0,Sunny,25.0,33.0,29.0,6.0,67.0,22.0,1002.0,1
973,2020-08-10,2011.0,partly cloudy,26.0,33.0,29.5,9.0,66.0,32.0,1000.0,1
974,2020-08-10,2012.0,Sunny,26.0,35.0,30.5,7.0,52.0,12.0,1000.0,1
975,2020-08-10,2013.0,Sunny,26.0,35.0,30.5,10.0,66.0,21.0,1001.0,1
976,2020-08-11,2009.0,Sunny,30.0,42.0,36.0,9.0,31.0,24.0,1001.0,1
977,2020-08-11,2010.0,Patchy rain possible,25.0,35.0,30.0,6.0,65.0,27.0,1002.0,1
978,2020-08-11,2011.0,partly cloudy,26.0,33.0,29.5,5.0,64.0,24.0,999.0,1
979,2020-08-11,2012.0,Sunny,26.0,35.0,30.5,7.0,45.0,10.0,1001.0,1
980,2020-08-11,2013.0,partly cloudy,27.0,34.0,30.5,8.0,62.0,33.0,1003.0,1
981,2020-08-12,2009.0,Sunny,27.0,42.0,34.5,7.0,24.0,1.0,1001.0,0
982,2020-08-12,2010.0,Patchy rain possible,25.0,34.0,29.5,8.0,69.0,29.0,1002.0,1
983,2020-08-12,2011.0,Sunny,25.0,32.0,28.5,9.0,68.0,27.0,999.0,0
984,2020-08-12,2012.0,Sunny,25.0,35.0,30.0,5.0,45.0,10.0,1002.0,1
985,2020-08-12,2013.0,partly cloudy,27.0,33.0,30.0,7.0,67.0,33.0,1002.0,1
986,2020-08-13,2009.0,Sunny,27.0,42.0,34.5,8.0,20.0,1.0,999.0,0
